物体1:3361
1.9772,5.1295,2.0230
1.9742,5.1283,2.0327
1.9695,5.1329,2.0195
1.9637,5.1313,2.0352
1.9602,5.1344,2.0260
1.9709,5.1268,2.0499
1.9598,5.1377,2.0143
1.9805,5.1261,2.0465
1.9505,5.1391,2.0209
1.9889,5.1297,2.0230
1.9683,5.1375,2.0117
1.9494,5.1348,2.0473
1.9535,5.1311,2.0601
1.9384,5.1434,2.0204
1.9955,5.1278,2.0293
1.9401,5.1313,2.0795
1.9864,5.1246,2.0582
1.9451,5.1256,2.1028
1.9255,5.1502,2.0086
1.9337,5.1421,2.0376
1.9897,5.1330,2.0168
1.9265,5.1524,2.0006
2.1110,5.0899,2.0812
1.9359,5.1506,1.9989
2.0040,5.1246,2.0439
1.9604,5.1437,2.0056
1.9457,5.1484,2.0008
2.0068,5.1271,2.0304
2.1040,5.0958,2.0660
1.9281,5.1282,2.1191
1.9097,5.1568,2.0061
1.9626,5.1223,2.1091
2.0996,5.0930,2.0873
2.0953,5.0960,2.0786
2.1190,5.0906,2.0760
1.9862,5.1224,2.0811
2.0888,5.1030,2.0552
1.9155,5.1390,2.0883
2.0989,5.1003,2.0579
1.9127,5.1597,1.9952
2.0848,5.1011,2.0718
1.9097,5.1366,2.1098
2.1164,5.0900,2.0884
2.1173,5.0943,2.0668
1.9803,5.1212,2.1009
1.9029,5.1620,1.9977
2.0126,5.1233,2.0535
2.1244,5.0923,2.0723
2.0717,5.1039,2.0789
1.9145,5.1516,2.0383
2.0177,5.1289,2.0255
2.0634,5.1138,2.0440
2.0861,5.1080,2.0448
1.9292,5.1583,1.9908
2.1245,5.0907,2.0832
2.0332,5.1233,2.0354
2.0269,5.1225,2.0467
2.0520,5.1119,2.0679
1.9254,5.1291,2.1361
2.0977,5.0939,2.1005
2.1033,5.1032,2.0503
2.0480,5.1163,2.0532
2.0778,5.1115,2.0410
1.8932,5.1673,1.9930
2.0066,5.1215,2.0776
1.9033,5.1595,2.0186
1.9750,5.1453,2.0030
1.8823,5.1704,1.9944
2.0293,5.1270,2.0280
2.1169,5.0907,2.0981
1.9447,5.1553,1.9940
2.0512,5.1199,2.0369
1.9165,5.1633,1.9894
2.1096,5.0916,2.1042
1.8957,5.1420,2.1163
2.0955,5.1083,2.0420
1.8858,5.1680,2.0055
1.8726,5.1752,1.9879
2.0000,5.1384,2.0133
1.8592,5.1795,1.9848
2.0355,5.1145,2.0868
1.8488,5.1842,1.9748
1.9753,5.1203,2.1316
2.0662,5.1036,2.1045
2.1335,5.0942,2.0709
1.8990,5.1518,2.0730
2.0165,5.1187,2.0925
1.8898,5.1727,1.9847
2.1250,5.0985,2.0613
1.9342,5.1609,1.9890
1.8936,5.1645,2.0198
1.8330,5.1893,1.9734
1.8780,5.1768,1.9810
2.1162,5.1028,2.0530
1.8480,5.1873,1.9671
1.8286,5.1922,1.9669
2.1331,5.0927,2.0822
2.0830,5.0991,2.1127
1.8355,5.1925,1.9596
1.9930,5.1192,2.1233
2.0483,5.1087,2.1081
1.9002,5.1573,2.0521
1.9032,5.1709,1.9835
2.0574,5.1234,2.0287
2.0717,5.1196,2.0301
1.8202,5.1950,1.9678
1.9931,5.1445,2.0056
2.1368,5.0946,2.0737
2.0155,5.1366,2.0169
1.8976,5.1405,2.1380
1.9335,5.1278,2.1564
2.1253,5.0918,2.1026
2.0977,5.1127,2.0365
1.9088,5.1360,2.1486
2.0089,5.1176,2.1184
1.8525,5.1828,1.9926
2.1346,5.0980,2.0641
1.8793,5.1524,2.1065
1.8229,5.1928,1.9806
1.8157,5.1981,1.9641
1.9650,5.1224,2.1491
2.1132,5.0933,2.1143
1.9434,5.1257,2.1634
2.0375,5.1322,2.0219
1.8781,5.1732,2.0151
1.9517,5.1604,1.9912
1.8096,5.1987,1.9764
2.1222,5.0931,2.1121
1.8767,5.1598,2.0847
1.8328,5.1992,1.9507
1.8180,5.2018,1.9564
1.8859,5.1697,2.0293
1.8050,5.2018,1.9727
2.1451,5.0980,2.0677
2.0475,5.1319,2.0212
1.8079,5.1993,1.9827
1.8560,5.1925,1.9587
1.8262,5.1934,1.9901
2.1419,5.1006,2.0608
2.1364,5.0945,2.0961
1.8711,5.1876,1.9656
2.0880,5.0996,2.1305
1.8723,5.1557,2.1178
1.8392,5.1896,1.9956
2.1442,5.0961,2.0816
2.0264,5.1399,2.0138
2.1063,5.0962,2.1285
1.8570,5.1836,2.0055
1.8259,5.2040,1.9476
1.9073,5.1782,1.9753
1.9256,5.1732,1.9793
1.8657,5.1808,2.0138
1.8107,5.2065,1.9560
2.0516,5.1093,2.1356
1.8859,5.1476,2.1500
1.9780,5.1576,1.9942
1.8802,5.1708,2.0469
2.0311,5.1140,2.1403
1.7987,5.2062,1.9754
1.8771,5.1524,2.1396
2.1308,5.0957,2.1129
2.0921,5.1235,2.0264
2.1472,5.0976,2.0857
2.1223,5.1129,2.0422
2.0785,5.1279,2.0222
2.1117,5.1176,2.0340
1.8780,5.1748,2.0372
2.1537,5.0999,2.0697
1.8019,5.2036,1.9904
1.8437,5.2029,1.9449
1.8048,5.2097,1.9592
1.9231,5.1341,2.1801
1.9092,5.1389,2.1740
1.8148,5.1994,1.9996
1.8374,5.1922,2.0080
1.9693,5.1634,1.9901
1.8001,5.2106,1.9657
2.1423,5.0974,2.1018
1.8463,5.1896,2.0119
1.8610,5.1731,2.0736
1.9878,5.1220,2.1689
1.8055,5.2031,1.9978
1.8093,5.2116,1.9525
2.0745,5.1047,2.1498
1.8772,5.1939,1.9575
1.8946,5.1881,1.9662
1.7939,5.2100,1.9814
1.9961,5.1568,1.9968
2.0634,5.1369,2.0152
1.8515,5.1752,2.0861
1.9479,5.1289,2.1934
1.8634,5.1786,2.0567
1.9448,5.1747,1.9796
1.8585,5.1683,2.1123
1.8293,5.2129,1.9360
2.1616,5.1043,2.0628
1.8554,5.1876,2.0275
1.8347,5.1947,2.0189
1.8527,5.1734,2.0989
2.0257,5.1165,2.1670
2.1093,5.1004,2.1453
2.1500,5.1104,2.0506
1.8600,5.1851,2.0366
1.8436,5.1921,2.0228
1.8836,5.1510,2.1715
2.1588,5.1017,2.0827
1.7967,5.2102,1.9936
1.9292,5.1819,1.9727
1.8018,5.2064,2.0077
1.8434,5.2116,1.9345
1.7934,5.2128,1.9883
1.7915,5.2155,1.9791
1.8651,5.1631,2.1426
1.7949,5.2169,1.9695
2.1062,5.1285,2.0239
1.8199,5.2006,2.0181
1.8957,5.1469,2.1849
2.1364,5.1010,2.1207
1.8110,5.2181,1.9470
1.8447,5.1811,2.0851
1.9735,5.1265,2.1946
1.8006,5.2070,2.0163
1.8280,5.2179,1.9328
1.7972,5.2102,2.0073
1.8459,5.1794,2.0980
1.8299,5.1980,2.0283
2.0840,5.1061,2.1668
2.0222,5.1561,2.0018
2.1664,5.1039,2.0815
2.1528,5.1036,2.0999
2.0604,5.1451,2.0108
2.1408,5.1191,2.0402
1.9254,5.1384,2.2025
1.8484,5.1882,2.0560
1.8471,5.1907,2.0456
1.8192,5.2202,1.9385
2.1611,5.1122,2.0505
1.8095,5.2048,2.0249
1.8547,5.1727,2.1248
1.7959,5.2134,2.0005
2.1585,5.1048,2.0912
2.1715,5.1070,2.0658
2.1262,5.1033,2.1378
1.9761,5.1730,1.9842
1.7901,5.2193,1.9827
1.9403,5.1354,2.2088
1.8389,5.1877,2.0795
1.7907,5.2185,1.9894
2.1728,5.1053,2.0788
2.1005,5.1054,2.1642
1.7937,5.2110,2.0234
2.0393,5.1162,2.1879
1.7926,5.2131,2.0166
2.1761,5.1065,2.0729
1.8964,5.1495,2.1978
1.8786,5.2072,1.9441
2.0739,5.1097,2.1799
1.9054,5.1978,1.9591
1.8499,5.2189,1.9248
1.8316,5.1982,2.0453
1.8363,5.1924,2.0677
2.0576,5.1126,2.1885
2.1767,5.1109,2.0587
1.9656,5.1800,1.9783
2.1662,5.1070,2.0900
2.0065,5.1672,1.9918
1.9519,5.1848,1.9726
1.8081,5.2067,2.0395
1.7963,5.2109,2.0343
1.8393,5.1866,2.1001
1.9121,5.1459,2.2093
2.1691,5.1161,2.0487
2.1551,5.1070,2.1091
2.1502,5.1062,2.1187
1.8351,5.1901,2.0908
2.0460,5.1568,2.0026
2.0717,5.1494,2.0078
1.8253,5.2008,2.0540
1.8725,5.1623,2.1823
2.1125,5.1375,2.0187
1.8324,5.2276,1.9205
1.8600,5.1715,2.1559
1.7914,5.2205,2.0034
1.8603,5.2202,1.9240
1.7899,5.2192,2.0136
1.8206,5.2291,1.9313
1.8153,5.2052,2.0520
1.8300,5.1972,2.0730
1.8737,5.2164,1.9323
1.7919,5.2141,2.0400
1.9882,5.1292,2.2138
1.8066,5.2303,1.9465
1.7948,5.2291,1.9660
2.0255,5.1221,2.2047
1.8254,5.2006,2.0676
2.0587,5.1152,2.2009
1.9269,5.1981,1.9611
1.8972,5.2085,1.9485
1.8401,5.2299,1.9140
2.1324,5.1089,2.1476
2.0348,5.1650,1.9958
1.8430,5.1863,2.1220
1.8288,5.1969,2.0883
1.8272,5.2326,1.9205
1.7844,5.2194,2.0346
2.1428,5.1322,2.0278
1.9857,5.1815,1.9788
1.7885,5.2286,1.9874
1.8819,5.1607,2.2014
2.1793,5.1108,2.0884
2.1028,5.1112,2.1772
2.1895,5.1131,2.0680
1.8126,5.2068,2.0657
1.7891,5.2278,1.9941
1.7899,5.2159,2.0504
2.0858,5.1522,2.0055
1.7855,5.2227,2.0233
2.0098,5.1272,2.2142
2.1891,5.1153,2.0600
2.1289,5.1384,2.0207
2.1791,5.1204,2.0477
1.9215,5.2033,1.9578
1.9097,5.1518,2.2179
2.0573,5.1611,1.9996
2.1734,5.1122,2.0961
1.8633,5.1717,2.1782
1.8362,5.1924,2.1120
2.0783,5.1145,2.1983
2.1556,5.1107,2.1256
1.7925,5.2143,2.0614
1.8189,5.2045,2.0771
1.8036,5.2100,2.0699
2.1013,5.1493,2.0092
1.9752,5.1885,1.9729
1.9716,5.1357,2.2303
2.0566,5.1186,2.2128
2.1680,5.1134,2.1065
1.9430,5.1432,2.2296
1.7886,5.2296,2.0011
2.0417,5.1219,2.2172
2.0706,5.1168,2.2077
1.8284,5.2386,1.9134
1.8000,5.2370,1.9548
2.1936,5.1155,2.0703
2.1930,5.1191,2.0551
2.1868,5.1144,2.0847
1.8166,5.2383,1.9310
2.0051,5.1811,1.9825
1.8701,5.1693,2.1993
1.7814,5.2245,2.0417
1.8208,5.2029,2.0985
1.8406,5.2382,1.9065
1.9957,5.1849,1.9780
1.9497,5.1997,1.9627
1.8003,5.2118,2.0824
2.1672,5.1139,2.1170
1.7799,5.2231,2.0541
1.9548,5.1420,2.2349
2.1232,5.1143,2.1686
2.0907,5.1168,2.1982
2.1493,5.1138,2.1433
1.8154,5.2070,2.0926
2.0714,5.1638,1.9973
1.8341,5.2419,1.9058
1.8655,5.2330,1.9123
1.8107,5.2415,1.9377
1.7826,5.2205,2.0715
2.1574,5.1142,2.1365
1.8240,5.2018,2.1129
2.1574,5.1375,2.0262
1.8452,5.1877,2.1557
1.8385,5.1929,2.1396
2.1128,5.1164,2.1814
1.9403,5.2059,1.9582
1.7789,5.2264,2.0508
1.8926,5.1635,2.2185
1.8058,5.2112,2.0938
1.9084,5.2175,1.9433
2.0685,5.1202,2.2196
1.9753,5.1963,1.9672
1.8455,5.2423,1.9028
1.7881,5.2178,2.0874
2.1849,5.1295,2.0409
1.8805,5.1688,2.2135
2.0144,5.1313,2.2342
2.1282,5.1501,2.0124
1.8237,5.2460,1.9157
2.0367,5.1272,2.2319
1.7765,5.2265,2.0668
1.8850,5.2300,1.9228
2.0310,5.1811,1.9847
1.9230,5.2154,1.9491
1.7982,5.2146,2.1001
1.7815,5.2222,2.0849
1.9635,5.2028,1.9626
2.1131,5.1571,2.0057
1.8578,5.2416,1.9045
1.9110,5.1603,2.2310
2.1411,5.1181,2.1611
2.2058,5.1218,2.0691
2.1764,5.1371,2.0309
2.2033,5.1258,2.0531
1.8356,5.2484,1.9023
2.1505,5.1177,2.1541
1.7879,5.2196,2.0967
2.1544,5.1456,2.0172
2.1306,5.1195,2.1712
1.8185,5.2492,1.9226
2.0099,5.1906,1.9764
2.0006,5.1944,1.9719
2.0688,5.1738,1.9900
1.7825,5.2378,2.0241
1.8518,5.1856,2.1915
1.9237,5.1581,2.2380
2.0670,5.1237,2.2341
1.9064,5.2262,1.9349
2.1437,5.1521,2.0097
1.9784,5.1431,2.2485
1.9540,5.1491,2.2488
2.0179,5.1903,1.9772
1.8810,5.2378,1.9130
1.8585,5.1818,2.2076
2.1967,5.1226,2.0914
2.0502,5.1273,2.2420
1.8415,5.2510,1.8989
2.1802,5.1208,2.1205
2.0904,5.1234,2.2161
2.2009,5.1322,2.0441
2.1344,5.1564,2.0069
1.8317,5.2534,1.9032
2.2130,5.1251,2.0666
1.7886,5.2476,1.9842
1.8254,5.2543,1.9089
1.7793,5.2388,2.0376
1.7908,5.2495,1.9736
1.9852,5.2039,1.9622
1.7935,5.2198,2.1130
1.7841,5.2434,2.0120
1.8160,5.2113,2.1280
1.8987,5.2335,1.9254
1.9472,5.2157,1.9536
2.1049,5.1241,2.2048
2.2136,5.1276,2.0603
2.1738,5.1216,2.1359
2.2107,5.1298,2.0538
2.1405,5.1227,2.1712
2.0419,5.1873,1.9801
1.9996,5.1407,2.2522
1.9612,5.2121,1.9573
2.2080,5.1251,2.0815
1.7740,5.2296,2.0960
1.7720,5.2350,2.0729
1.9267,5.2247,1.9409
1.7831,5.2248,2.1096
1.8493,5.1887,2.2039
1.8352,5.1989,2.1720
1.8938,5.1720,2.2316
2.1300,5.1242,2.1812
2.0543,5.1855,1.9809
